# Simulazione modello di Ising 1D
# Mossa 	 Energia 	 Magnetizzazione 	 Calore specifico 	 Suscettività
1     -0.5559905171394348      0.04502682760357857     0.2753905951976776     1.218082189559937
2     -0.555472731590271      0.04262341186404228     0.2653124630451202     1.314629435539246
3     -0.5559509992599487      0.04217780381441116     0.2744531035423279     1.2564457654953
4     -0.5559590458869934      0.04438920319080353     0.2758593559265137     1.290666460990906
5     -0.5565580129623413      0.04234959185123444     0.2643749713897705     1.274123430252075
6     -0.5564579367637634      0.04317976906895638     0.2594530880451202     1.414631247520447
7     -0.5558075904846191      0.04192199558019638     0.2749999761581421     1.427499294281006
8     -0.5551241636276245      0.04650738462805748     0.256171852350235     1.314302802085876
9     -0.5560105443000793      0.04536120221018791     0.2904687225818634     1.515463829040527
10     -0.5557435750961304      0.04237202554941177     0.2818749845027924     1.391780257225037
11     -0.5563004016876221      0.04423684254288673     0.2796874642372131     1.578528881072998
12     -0.5563256144523621      0.04705601558089256     0.2891406118869781     1.461716175079346
13     -0.5557002425193787      0.04293099418282509     0.2688280940055847     1.421828508377075
14     -0.5566548109054565      0.04420281946659088     0.3123437166213989     1.277152061462402
15     -0.5553433299064636      0.04631421342492104     0.246171846985817     1.183705925941467
16     -0.5567917227745056      0.0419221818447113     0.2821093499660492     1.224681377410889
17     -0.5562030076980591      0.04396822676062584     0.284296840429306     1.354625821113586
18     -0.556267261505127      0.04113219678401947     0.2838281095027924     1.365732908248901
19     -0.5564593076705933      0.04720120504498482     0.2716405987739563     1.307672023773193
20     -0.555605947971344      0.04324018210172653     0.2727343440055847     1.471396923065186
21     -0.5562537312507629      0.04220297560095787     0.2463281005620956     1.39575982093811
22     -0.5557826161384583      0.04521321877837181     0.2679687142372131     1.334245562553406
23     -0.5556871294975281      0.04405675083398819     0.2834374904632568     1.33854603767395
24     -0.5557278394699097      0.04365938156843185     0.2579687237739563     1.222400426864624
25     -0.5558260083198547      0.04503021016716957     0.248593732714653     1.422301530838013
26     -0.5558521747589111      0.0442844070494175     0.2649999856948853     1.551539897918701
27     -0.556658148765564      0.04189720377326012     0.2805468440055847     1.622848987579346
28     -0.5549870133399963      0.04136839509010315     0.2762499749660492     1.376452565193176
29     -0.5552318096160889      0.04283299297094345     0.2580468654632568     1.282390594482422
30     -0.5561004281044006      0.04234299436211586     0.2589843571186066     1.414849758148193
31     -0.5557098984718323      0.04283259436488152     0.2752343416213989     1.530539512634277
32     -0.5557292699813843      0.0421426072716713     0.2752343416213989     1.374443292617798
33     -0.556060791015625      0.04563141241669655     0.2986718416213989     1.323866486549377
34     -0.5562759041786194      0.04239880293607712     0.2602343559265137     1.32263720035553
35     -0.5557579398155212      0.04489756003022194     0.2556249797344208     1.557816743850708
36     -0.5554822683334351      0.04706123471260071     0.242265596985817     1.311482429504395
37     -0.556510329246521      0.04390842095017433     0.2835937142372131     1.399204015731812
38     -0.5555040240287781      0.04404924437403679     0.2707812190055847     1.510333061218262
39     -0.5561305284500122      0.04390623047947884     0.2850781083106995     1.342140436172485
40     -0.5553193688392639      0.04204977676272392     0.2785156071186066     1.516385316848755
41     -0.5561472773551941      0.04316219314932823     0.256953090429306     1.37899649143219
42     -0.5561553239822388      0.04145661741495132     0.2817968428134918     1.312134265899658
43     -0.5552574992179871      0.0442187674343586     0.2978906035423279     1.344794869422913
44     -0.556704580783844      0.04278700426220894     0.2640624642372131     1.337212443351746
45     -0.556363582611084      0.04652758687734604     0.2762499749660492     1.227394342422485
46     -0.5563122630119324      0.04252421483397484     0.2642187178134918     1.367226481437683
47     -0.5555755496025085      0.04301979392766953     0.2699218392372131     1.215981364250183
48     -0.5558397173881531      0.03864758461713791     0.2626562118530273     1.352643966674805
49     -0.556489884853363      0.042054433375597     0.2703905999660492     1.589203953742981
50     -0.5557237863540649      0.04243401437997818     0.2557812333106995     1.295341730117798
51     -0.5560349822044373      0.04273878410458565     0.273749977350235     1.442607283592224
52     -0.5562992691993713      0.04293537139892578     0.266718715429306     1.265122532844543
53     -0.5553898215293884      0.04389680176973343     0.2785937190055847     1.332358837127686
54     -0.5558685660362244      0.0433075986802578     0.2649218440055847     1.336365222930908
55     -0.5564572811126709      0.04335882514715195     0.2521874904632568     1.285340428352356
56     -0.5557117462158203      0.04369078949093819     0.2795312404632568     1.240397214889526
57     -0.5556706190109253      0.04386378079652786     0.2636718451976776     1.528942823410034
58     -0.5566307902336121      0.04295061528682709     0.2637499868869781     1.54997181892395
59     -0.5563309788703918      0.04499198123812675     0.2845312356948853     1.602046370506287
60     -0.5559322237968445      0.04138459637761116     0.2579687237739563     1.319546341896057
61     -0.5559524893760681      0.04624100401997566     0.2541406154632568     1.280120730400085
62     -0.5561220645904541      0.04404256120324135     0.3066405951976776     1.371494650840759
63     -0.5562081933021545      0.04534000158309937     0.2869530916213989     1.346811413764954
64     -0.5560538768768311      0.04216360300779343     0.2500781118869781     1.402250289916992
65     -0.5567178726196289      0.04748660698533058     0.2992968559265137     1.332034230232239
66     -0.5559130311012268      0.04382839426398277     0.2630468606948853     1.212501168251038
67     -0.5555770993232727      0.04392557591199875     0.2778124809265137     1.230692625045776
